pair_id,conversation_root_id,customer_tweet_id,customer_author_id,customer_text,customer_created_at,brand_tweet_id,brand_author_id,brand_text,brand_created_at,intent
2293828_2293827,2293828,2293828,666091,@SpotifyCares I have been loved out of my account & when I try to log back in it says account not registered. Please can you help?,Sat Nov 11 21:22:20 +0000 2017,2293827,SpotifyCares,"@666091 Hi Kate, we're here to help! Can you send us the username or email address on your account via DM? We'll take a look backstage /GN https://t.co/ldFdZRiNAt",Sat Nov 11 23:07:51 +0000 2017,account_access_security
2907363_2907362,2907363,2907363,805039,"Hey @115888 @SpotifyCares, could you help me with this? I’ve signed everyone out via the web but this still pops up. I’ve changed my password as well. https://t.co/Zy02EYx7NN",Tue Nov 28 20:08:25 +0000 2017,2907362,SpotifyCares,@805039 Hi there! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Our Accounts team should be able to sort this out for you /NJ,Tue Nov 28 20:17:46 +0000 2017,account_access_security
594072_594071,594072,594072,260713,"@115888 Im trying to add a new account to my family account but it says the account is allready registered with facebook, however when i click the login with facebook button it says there's the facebookaccount is not registered with spotify",Sun Dec 03 13:09:39 +0000 2017,594071,SpotifyCares,"@260713 Hey Kris, help's here! Could you send us the account's email address via DM? We'll take a look and see what we can suggest 🔍 /DB https://t.co/ldFdZRiNAt",Sun Dec 03 18:26:21 +0000 2017,account_access_security
2507484_2536628,2507483,2507484,714897,"@125449 @125633 @SpotifyCares The artist support team recently answered me that playlists can only be displayed with the personal username of the playlist's creator, so I'm using the label's account for my other artists. Hope they'll make some changes soon",Wed Nov 15 21:13:13 +0000 2017,2536628,SpotifyCares,@714897 Hey Yaniv! Thanks for your feedback on this. We'll pass it onto the right team /K,Thu Nov 16 08:29:35 +0000 2017,account_access_security
327146_327145,327146,327146,193967,@SpotifyCares Can’t login to my account via Facebook or otherwise. Error 404 Have reset connection no luck. Help!!,Sat Oct 07 14:29:01 +0000 2017,327145,SpotifyCares,"@193967 Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt",Sat Oct 07 16:59:01 +0000 2017,account_access_security
1793422_1793420,1793422,1793422,204483,"@147836 kind of silly can’t delete songs from history. Acct was hacked and they listened to random songs, messing w algorithm suggestions",Thu Oct 12 03:57:37 +0000 2017,1793420,SpotifyCares,"@204483 Hey Anthony, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /AB https://t.co/ldFdZRiNAt",Thu Oct 12 04:06:50 +0000 2017,account_access_security
470289_470288,470289,470289,226969,@SpotifyCares hi. I’ve just changed phones and now I can’t log in to Spotify. I can’t even get passed this screen. I’ve uninstalled & reinstalled the app. Still not working https://t.co/ZDb6uHJYsI,Fri Dec 01 07:27:22 +0000 2017,470288,SpotifyCares,"@226969 Hey Julie, help's here! Can you DM us your account's username or email address? We'll take a look behind the scenes 🔍 /LS https://t.co/ldFdZRiNAt",Fri Dec 01 07:41:04 +0000 2017,account_access_security
2060183_2060182,2060183,2060183,609323,"@SpotifyCares I'm getting emails about a Spotify account, but don't have one.",Sat Oct 07 13:13:13 +0000 2017,2060182,SpotifyCares,@609323 Hey Derek! That doesn't sound good. Can you send us a copy of the emails via DM? We'll take a closer look /QI https://t.co/ldFdZRiNAt,Sat Oct 07 15:43:18 +0000 2017,account_access_security
2762824_2762823,2762824,2762824,772901,Just would like to know why #spotify does not have a human to talk to about my account. @115888 🤳🏻🤷🏼‍♀️,Tue Nov 21 07:28:54 +0000 2017,2762823,SpotifyCares,@772901 Hi fellow human! We'd like to help. Could you DM us your account's email address? We'll take a look backstage /NY https://t.co/ldFdZRiNAt,Tue Nov 21 07:51:21 +0000 2017,account_access_security
2934015_2934014,2934015,2934015,811290,"@125633 hello team... i Need support with my account, but i dont sppeaking english... i have any problems and i need solutions.",Wed Nov 29 02:17:34 +0000 2017,2934014,SpotifyCares,@811290 Hey! Could you let us know your issue in a DM? We'll see what we can do 💚 /I https://t.co/ldFdZRiNAt,Wed Nov 29 09:45:18 +0000 2017,account_access_security
1310294_1310293,1310294,1310294,426198,@SpotifyCares How do I disconnect Facebook from my account? (after creating the account with Fb),Fri Oct 27 04:58:21 +0000 2017,1310293,SpotifyCares,@426198 Hey Enrique! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,Fri Oct 27 05:14:35 +0000 2017,account_access_security
2929219_2929218,2929219,2929219,810345,"@spotifycares I cancelled my subscription last november when I had a free trial. I have not logged into the account since that time, other than today to cancel again. I need to be refunded 9 months of service, if you look at the usage logs you will see this is the case @810345",Wed Nov 29 04:42:51 +0000 2017,2929218,SpotifyCares,@810345 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,Wed Nov 29 06:25:07 +0000 2017,account_access_security
496133_496131,496133,496133,155510,@116130 sent you a DM received an email that looks like a scam pretending to be you?,Fri Dec 01 16:25:17 +0000 2017,496131,SpotifyCares,@155510 Hey there! Can you DM a screenshot of the email you received? We'll check it out /TF,Fri Dec 01 18:14:07 +0000 2017,account_access_security
1788615_1788614,1788615,1788615,537290,My mom is being billed monthly by Spotify. She doesn't have an account. Need help to cancel. @SpotifyCares,Thu Oct 12 16:56:11 +0000 2017,1788614,SpotifyCares,"@537290 Hi Amy, help's here! Could you DM us any possible usernames or email address she could've used for an account? We'll do some digging 🔍 /DQ https://t.co/ldFdZRiNAt",Thu Oct 12 17:23:07 +0000 2017,account_access_security
2853010_2853009,2853010,2853010,793154,@115888 Do you ever reply to emails? Been waiting 4 days for reply,Mon Nov 27 19:35:58 +0000 2017,2853009,SpotifyCares,"@793154 Hey Karen, help's arrived! We've just replied to your DM. Let's carry on chatting there /DV",Mon Nov 27 20:19:35 +0000 2017,account_access_security
2703314_2703313,2703314,2703314,759297,@117153 I don't know why my premium account is switched to free account....please advice....,Sun Nov 19 16:46:58 +0000 2017,2703313,SpotifyCares,@759297 Hey David! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,Sun Nov 19 21:31:08 +0000 2017,account_access_security
708098_708097,708098,708098,289268,@SpotifyCares just tried to log into my Spotify account and won’t let me in. Don’t recognise my email address.,Tue Oct 10 19:40:41 +0000 2017,708097,SpotifyCares,@289268 Hey Chris! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt,Tue Oct 10 19:59:50 +0000 2017,account_access_security
2582048_2582047,2582048,2582048,731776,"@SpotifyCares When I want to reset my password, I use the link sent on email. Get error: ""please verify password"" told to ask on twitter. Can you help? Account email: __email__",Thu Nov 16 22:54:13 +0000 2017,2582047,SpotifyCares,@731776 Hey! We recommend deleting your last tweet as it contains your private info. Can you DM us instead? /RB https://t.co/ldFdZR1cbT,Thu Nov 16 22:59:36 +0000 2017,account_access_security
1141937_1141936,1141937,1141937,388795,@SpotifyCares I can't close my spotify Premium on account __email__. Why ?,Sun Oct 15 11:10:47 +0000 2017,1141936,SpotifyCares,@388795 Hey! We'd advise to delete that tweet as it contains sensitive info. Can you DM it to us instead? /SJ https://t.co/ldFdZRiNAt,Sun Oct 15 16:01:57 +0000 2017,account_access_security
981125_981124,981125,981125,352631,"@SpotifyCares Your websites ""contact us"" link will take you to a login page. Just want Spotify to consistently improve #cheapsales",Sun Oct 22 04:37:31 +0000 2017,981124,SpotifyCares,@352631 Hi Simon. Thanks for bringing this up. We'll pass this to the relevant folks to be sorted out /JU,Sun Oct 22 06:39:58 +0000 2017,account_access_security
2511297_2511298,2511294,2511297,715795,"@SpotifyCares I’m logged in with my FB account, “Ben Calvin”",Mon Oct 30 05:50:54 +0000 2017,2511298,SpotifyCares,@715795 Got it. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,Mon Oct 30 05:52:50 +0000 2017,account_access_security
1815584_1815583,1815584,1815584,545396,I am unable to log in since I've gotten my new iPhone 8. I've tried to my username/email & password and nothing seems to work @SpotifyCares,Sun Oct 15 23:50:20 +0000 2017,1815583,SpotifyCares,@545396 Hey Monique! Could you DM us your Spotify account's email address or username? We'll take a look under the hood /BH https://t.co/ldFdZRiNAt,Mon Oct 16 02:21:32 +0000 2017,account_access_security
1950861_1950862,1950860,1950861,579404,"@SpotifyCares Still the same. On the web browser account it says he is prt of the group, but the app still says Free sub ???",Wed Oct 18 17:05:01 +0000 2017,1950862,SpotifyCares,@579404 Can you send us your son's username and email address for his account? We'll take a look backstage /TF,Wed Oct 18 17:07:02 +0000 2017,account_access_security
2786596_2786598,2786595,2786596,498370,@SpotifyCares @127637 Thanks it seems to be ok now after the device logout / login. Thanks,Tue Nov 21 19:25:31 +0000 2017,2786598,SpotifyCares,@498370 Awesome! Give us a shout if you need us again. Otherwise... https://t.co/SkdXv2BhCb /JO,Tue Nov 21 20:54:53 +0000 2017,account_access_security
140092_140089,140092,140092,147607,... I have literally 2 country-like songs/singers on my @115888 account out of thousands of songs ... so why is my weekly suggestions always filled up with gorram country music? ... and no way to thumbs down it ... Grrrrr #Ihatecountrymusic,Fri Nov 24 07:56:44 +0000 2017,140089,SpotifyCares,"@147607 Hey Danielle! Just to check, is it on your Discover Weekly playlist? If so, Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week /MU",Fri Nov 24 11:40:45 +0000 2017,account_access_security
572674_572673,572674,572674,250127,@SpotifyCares Please reply to my DM.. I want my account back asap https://t.co/jMp49ziaxU,Sun Dec 03 01:37:53 +0000 2017,572673,SpotifyCares,@250127 We've just replied to your DM! Let's continue chatting there /JL,Sun Dec 03 05:15:20 +0000 2017,account_access_security
783596_783595,783596,783596,307037,@SpotifyCares how do I find my account number/password if I wish to access my account from a new device?,Sat Oct 07 19:23:22 +0000 2017,783595,SpotifyCares,@307037 Hi there! Can you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt,Sat Oct 07 22:01:30 +0000 2017,account_access_security
1599884_1599883,1599884,1599884,491263,a huge thank you to the customer service at @115888. they really helped after i had a major account problem 💖👍🏾,Sun Nov 05 02:44:35 +0000 2017,1599883,SpotifyCares,@491263 Hey there. Thanks for the feedback! It's music to our ears 🎶 /AP,Sun Nov 05 04:01:08 +0000 2017,account_access_security
630441_630440,630441,630441,170132,"Thank you Arvin from @115888 for rescuing my account - all music safe & account restored. Farewell my hacker friend, rock on elsewhere.",Wed Oct 04 23:45:57 +0000 2017,630440,SpotifyCares,@170132 No worries! Just give us a shout if you need anything else. We're... https://t.co/zOXI69QSqg /JU,Thu Oct 05 00:11:22 +0000 2017,account_access_security
89473_1632222,89471,89473,499466,@SpotifyCares Did regression testing not catch that it redirects the login to the accounts page to the redirect to main page. Loop is stuck somewhere.,Thu Nov 30 18:54:52 +0000 2017,1632222,SpotifyCares,@499466 Hi Stephen! Thanks for the heads up. Our tech folks are investigating this as we speak. We'd recommend trying to reload the page again in an hour /DB,Thu Nov 30 19:25:36 +0000 2017,account_access_security
370202_370200,370204,370202,203677,@115888 Half the reason I got the account was so I could listen to music while I'm remodeling my room without headphones or draining my phone.,Fri Nov 03 18:23:34 +0000 2017,370200,SpotifyCares,@203677 Hey there. We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /JX,Fri Nov 03 18:49:09 +0000 2017,account_access_security
1799488_1799486,1799488,1799488,248048,@SpotifyCares I have access to an artist’s account that I shouldn’t have access to in spotify for artists & dont see how I can delete myself,Sat Oct 14 00:58:40 +0000 2017,1799486,SpotifyCares,@248048 Hi! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /MT,Sat Oct 14 04:12:23 +0000 2017,account_access_security
1906054_1906052,1906054,1906054,567961,"@SpotifyCares hi, I paid for my premium account yesterday, but it still says spotify is offline at the moment.",Wed Oct 18 12:58:25 +0000 2017,1906052,SpotifyCares,@567961 Hi! We've just replied to your DM. We'll carry on helping there /MQ,Wed Oct 18 14:03:16 +0000 2017,account_access_security
1827127_1827126,1827128,1827127,548395,@SpotifyCares ..tried to sign in using facebook. But since I had a changed email address it just created a new account. My old email address is deleted,Tue Oct 17 08:10:47 +0000 2017,1827126,SpotifyCares,"@548395 Hi there, help's here. Can you fire over your account's email address via DM? We'll see what we can suggest /NY https://t.co/ldFdZRiNAt",Tue Oct 17 08:56:19 +0000 2017,account_access_security
1927119_1927121,1927118,1927119,573520,@SpotifyCares I registered via facebook __email__,Fri Oct 27 17:58:55 +0000 2017,1927121,SpotifyCares,@573520 We suggest deleting the previous tweet since it contains private info. Could you DM us instead? We'll carry on helping you there 🙂 /BX https://t.co/ldFdZRiNAt,Fri Oct 27 18:24:04 +0000 2017,account_access_security
2306970_2306972,2306969,2306970,669247,@SpotifyCares Thanks...I suggest you eliminate the Account page from app. It’s completely useless. Even with Premium: https://t.co/WAK6eIGaSL,Mon Nov 13 09:54:32 +0000 2017,2306972,SpotifyCares,@669247 Thanks for sharing your thoughts on this. We'll make sure to pass them on to the right team. Give us a shout if there's anything else /AY,Mon Nov 13 12:28:41 +0000 2017,account_access_security
1807112_1807114,1807111,1807112,542907,"@SpotifyCares Tried that. Flashed normal for a second then back to being broken. Made a new account name, works fine. What in the world would cause that?",Sat Oct 14 20:29:01 +0000 2017,1807114,SpotifyCares,@542907 2: There's more info about it here: https://t.co/uon71wdZQZ. We hope this clears things up. Give us a shout if you ever need us again /CH,Sat Oct 14 23:16:30 +0000 2017,account_access_security
2058239_2058238,2058239,2058239,608732,@SpotifyCares trying to log in to get info about hulu I can't use my email because it says my account is through fb but then it says it isnt,Sat Oct 07 02:27:39 +0000 2017,2058238,SpotifyCares,@608732 Hey Alyssa! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZR1cbT,Sat Oct 07 02:42:15 +0000 2017,account_access_security
2578850_2578852,2578849,2578850,121957,@SpotifyCares @SpotifyCares it won't even let me back in my account this person changed my email to his😭😭😭,Thu Nov 16 22:09:13 +0000 2017,2578852,SpotifyCares,"@121957 We understand. In that case, we'd suggest skipping the first step and heading to https://t.co/EQsHGd5NCy > selecting Logging in > I can't log in to Spotify > I STILL NEED HELP /RH",Thu Nov 16 22:15:38 +0000 2017,account_access_security
2035332_2035331,2035332,2035332,601733,@SpotifyCares I can't log in and your website requires me to be logged in to submit a query via your contact form.,Tue Nov 07 16:11:57 +0000 2017,2035331,SpotifyCares,@601733 Hi there! We'd like to know what's going on. Can you DM us your username or email address? We'll take a look under the hood /NH https://t.co/ldFdZRiNAt,Tue Nov 07 18:35:09 +0000 2017,account_access_security
2913976_2913975,2913976,2913976,806656,"@SpotifyCares tried to make a new account on laptop and iPhone but said email is taken. When I enter the email in ""forgot your username or password"" it says ""the CSRF token is invalid. Please try to resubmit the form""",Tue Nov 28 21:53:28 +0000 2017,2913975,SpotifyCares,"@806656 Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt",Tue Nov 28 22:40:23 +0000 2017,account_access_security
664670_664669,664671,664670,278407,@SpotifyCares Using chrome incognito already since I use my Facebook to log in. Cashe/cookies cleared so we'll see,Wed Oct 25 16:39:05 +0000 2017,664669,SpotifyCares,@278407 Awesome! Let us know if you're still hearing ads in the middle of songs. We'll be here /ND,Wed Oct 25 16:42:00 +0000 2017,account_access_security
339554_339553,339554,339554,197084,"@SpotifyCares my subscription is free through my Optus phone plan -its now saying my account has expired even tho nothing changed, pls help",Sat Oct 07 23:32:36 +0000 2017,339553,SpotifyCares,@197084 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,Sat Oct 07 23:37:50 +0000 2017,account_access_security
1997209_1997208,1997209,1997209,590546,"@118266 Hari ini ngga bisa login di handphone, kenapa yah padahal email dan password benar",Fri Nov 03 16:18:39 +0000 2017,1997208,SpotifyCares,"@590546 Hi there! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M 🙂 /JI",Fri Nov 03 17:01:36 +0000 2017,account_access_security
1990018_1990017,1990018,1990018,486848,Why can’t I log into my Spotify account @SpotifyCares I’m in the uk and have been for 10 months not a happy bunny. https://t.co/0Xps7RrF74,Thu Nov 02 15:06:38 +0000 2017,1990017,SpotifyCares,"@486848 Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt",Thu Nov 02 15:43:47 +0000 2017,account_access_security
206603_206601,206604,206603,164934,@SpotifyCares Hi~ 🤗 Thank you for the prompt reply. I will surely email them about this. :),Wed Oct 04 23:57:43 +0000 2017,206601,SpotifyCares,"@164934 You're welcome and thanks for the kind words! If you ever need us again, know that we're always... https://t.co/zOXI69QSqg 🙂 /AR",Thu Oct 05 00:00:46 +0000 2017,account_access_security
526259_526258,526259,526259,241767,"@115888 Your account support is horrible. I cannot log in, and to post a request to help *I NEED TO LOG IN*. If I could log in, I wouldn't need support.",Sat Dec 02 00:56:29 +0000 2017,526258,SpotifyCares,"@241767 Hey, help's here! Aside from Twitter, you can also reach us through at https://t.co/zu6tKj0zLO without logging in. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZR1cbT",Sat Dec 02 06:45:26 +0000 2017,account_access_security
901637_901638,901636,901637,334049,@SpotifyCares fix tht plz my username is embarrassing,Thu Oct 26 23:31:26 +0000 2017,901638,SpotifyCares,@334049 Can you DM us your account's email address? We'll see what we can suggest /RH https://t.co/ldFdZR1cbT,Thu Oct 26 23:40:44 +0000 2017,account_access_security
565380_565379,565380,565380,252489,@147836 Spotify username msolby. Spotify devotee. Can you help customer support solve my login problems. Days without music is no fun.,Sat Dec 02 17:05:15 +0000 2017,565379,SpotifyCares,"@252489 Hey Marc, help's here! Could you send us a DM with your account's email address? We'll make sure to help you log back in to your account 🙂 /VA https://t.co/ldFdZRiNAt",Sun Dec 03 00:48:13 +0000 2017,account_access_security
808964_808963,808964,808964,312761,@SpotifyCares is there an email for support... I am having troubles that your site does not help with in regards to subscription with Rogers,Thu Oct 12 18:13:48 +0000 2017,808963,SpotifyCares,@312761 Hi! We've just responded to your DM. Let's keep chatting there /WW,Thu Oct 12 18:43:47 +0000 2017,account_access_security
1609273_1609272,1609273,1609273,494086,"@SpotifyCares someone else is using my account/changing music and I've tried everything to stop it, please help asap it's scary af",Sat Oct 28 19:22:09 +0000 2017,1609272,SpotifyCares,@494086 Hi there! We've just replied to your DM. Check it out /DB,Sat Oct 28 22:17:43 +0000 2017,account_access_security
2969655_2969654,2969655,2969655,819118,"@SpotifyCares I tried to resolve an issue over chat earlier and because I didn't have the latest bank statement on hand right then to verify that I was the owner, they locked me out of my account. I now have access to the statement but cant login and start a new chat. What gives?",Thu Nov 30 00:05:14 +0000 2017,2969654,SpotifyCares,@819118 Hey Courtney! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,Thu Nov 30 00:10:34 +0000 2017,account_access_security
1030257_1030258,1030256,1030257,363760,"@SpotifyCares Hello, the whole issue I am unable to login.. so can't logout. I have already restarted the device. See thread above.",Mon Oct 23 18:47:00 +0000 2017,1030258,SpotifyCares,@363760 We understand. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,Mon Oct 23 21:41:21 +0000 2017,account_access_security
543144_543143,543144,543144,246123,@117168 @spotifycares what do i do when someone starts an account with you with MY email address #help,Sat Dec 02 13:42:00 +0000 2017,543143,SpotifyCares,"@246123 Hey there, help's here! Could you DM us your email address? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",Sat Dec 02 16:02:34 +0000 2017,account_access_security
947931_947930,947931,947931,344801,I can not log into my account @spotifycares,Sat Oct 21 15:29:47 +0000 2017,947930,SpotifyCares,@344801 Hey there! Could you DM us your account's username and email address? We'll see what we can suggest /DF https://t.co/ldFdZRiNAt,Sat Oct 21 19:36:26 +0000 2017,account_access_security
560996_560995,560996,560996,251271,@SpotifyCares hello! I’ve been logged out of my account and it’s saying I can only use my account abroad for 14 days.. I’m not abroad and can’t sign back in! Any help please :),Sat Dec 02 12:48:53 +0000 2017,560995,SpotifyCares,@251271 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZR1cbT,Sat Dec 02 22:35:01 +0000 2017,account_access_security
558593_558592,558593,558593,250515,@SpotifyCares hi i have account problem pls check ur DM thx,Sat Dec 02 11:24:09 +0000 2017,558592,SpotifyCares,@250515 We've just sent a DM your way. Let's carry on chatting there /CG,Sat Dec 02 21:46:36 +0000 2017,account_access_security
2322394_2322392,2322394,2322394,672947,Can someone help me? How do you merge two spotify accounts together? 😭 I don’t want to lose my old account 😫 @SpotifyCares,Mon Nov 13 13:36:30 +0000 2017,2322392,SpotifyCares,"@672947 Hey Mary, help's here! Can you DM us your accounts' email addresses? We'll check backstage /GK https://t.co/ldFdZRiNAt",Mon Nov 13 14:39:59 +0000 2017,account_access_security
2943781_2943780,2943781,2943781,813237,Hey @115888 your https://t.co/r1yu6QV1fe password reset page returns 404),Wed Nov 29 14:33:08 +0000 2017,2943780,SpotifyCares,@813237 Hey there! Can you try heading to this link instead: https://t.co/jGP5GWOoVY? Let us know how it goes /PB,Wed Nov 29 14:40:33 +0000 2017,account_access_security
1446616_1446614,1446616,1446616,455685,@SpotifyCares I got my account scammed. can i get any assistance?,Thu Nov 02 15:52:19 +0000 2017,1446614,SpotifyCares,@455685 Hi! We've just replied to your DM. We'll carry on helping there /MQ,Thu Nov 02 16:09:08 +0000 2017,account_access_security
1079420_1079419,1079420,1079420,374612,@SpotifyCares I have Virgin media account what is benefit of linking,Mon Oct 23 16:17:00 +0000 2017,1079419,SpotifyCares,"@374612 Hey Andrew! Unfortunately, we don't have this deal anymore. If you need anything else, just give us a shout /PX",Mon Oct 23 19:37:33 +0000 2017,account_access_security
2027194_2027193,2027194,2027194,599469,@SpotifyCares hi! I'm getting an error message when I try to login into my account.,Mon Nov 06 17:58:29 +0000 2017,2027193,SpotifyCares,"@599469 Hey Mika, help's here! Can you DM us your account's username, email address, and a screenshot of the error? We'll check it out 🔍 /TY https://t.co/ldFdZRiNAt",Mon Nov 06 19:47:34 +0000 2017,account_access_security
554169_554168,554169,554169,249304,@SpotifyCares why can’t I add someone to my premium account it won’t let them submit their info.,Sat Dec 02 18:42:38 +0000 2017,554168,SpotifyCares,"@249304 Hey Brittany, help's here! Can you DM us your account's email address along with the account you're trying to invite? We'll figure out what's going on /RR https://t.co/ldFdZRiNAt",Sat Dec 02 20:02:51 +0000 2017,account_access_security
704757_704756,704757,704757,288427,can't log into @115888 and it's actually awful 😫😫,Thu Nov 23 18:12:31 +0000 2017,704756,SpotifyCares,@288427 Hi there! We've replied to your DM. We'll continue helping out over there 🙂 /DQ,Thu Nov 23 19:09:38 +0000 2017,account_access_security
